"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Andrei Mironov","COL","D","10","89.1","75.83","98.75","43.44","46.89","66.85","41.23","35.74","49.01","42.17","3.98","2.01","66.47","30.26","45.72","39.83","10.89","19.64","35.68","1.94","1.02","65.63","11.14","95.90","1.070","34","31","21","61.82"
"","Justin Bailey","BUF","R","7","71.083333333333","54.76","71.31","43.43","44.34","57.52","43.53","32.54","44.21","42.40","2.99","5.01","37.39","24.02","25.81","48.21","10.78","8.13","56.99","2.08","2.03","50.60","9.19","88.67","0.979","24","21","17","58.54"
"","Taylor Chorney","WSH","D","23","252.26666666667","193.43","252.65","43.36","145.14","189.46","43.38","110.26","121.87","47.50","14.2","6.68","67.99","91.57","128.55","41.60","31.36","48.48","39.28","4","2.82","58.65","12.88","94.52","1.074","65","90","51","56.03"
"","Hudson Fasching","BUF","R","5","37.2","29.72","38.91","43.30","23.6","26.62","46.99","12.27","20.56","37.38","0","1.02","0.00","11.59","23.24","33.28","3.39","8.6","28.29","0","1.02","0.00","0.00","95.05","0.950","8","8","8","50.00"
"","Jason Chimera","NYI","L","55","573.35","494.65","649.42","43.24","366.62","481.72","43.22","273.55","356.6","43.41","16.81","26.13","39.15","232.7","353.89","39.67","94.89","146.59","39.30","7.81","15.03","34.19","6.15","92.67","0.988","139","227","238","36.87"
"","Mario Kempe","ARI","R","18","176.05","131.64","172.96","43.22","99.52","126.12","44.11","65.05","83.6","43.76","4.05","6.04","40.10","67.65","69.13","49.46","20.83","25.2","45.26","1.01","4.09","19.81","6.22","92.77","0.990","51","71","63","44.74"
"","Zach Parise","MIN","L","15","199.66666666667","185.54","244.26","43.17","132.71","178.38","42.66","107.87","129.41","45.46","7.79","11.8","39.77","69.49","110.59","38.59","36.49","36.85","49.75","2.9","5.89","33.03","7.22","90.88","0.981","72","78","50","59.02"
"","Kurtis MacDermid","L.A","D","34","369.15","299.53","394.63","43.15","220.32","310.35","41.52","159.89","210.82","43.13","10.15","12.94","43.96","139.04","211.45","39.67","47.57","78.64","37.69","8.09","6.98","53.71","6.35","93.86","1.002","113","102","103","52.31"
"","Paul Carey","NYR","C","40","386.9","281.91","373.47","43.01","212.52","276.98","43.42","162.14","216.21","42.85","14.15","21.72","39.45","148.74","179.32","45.34","56.29","74.03","43.19","7.15","11.58","38.19","8.73","89.95","0.987","84","126","86","49.41"
"","Nicholas Baptiste","BUF","R","8","66.75","43.48","57.77","42.94","35.86","42.24","45.92","25.99","32.66","44.31","1.08","0","100.00","12.31","25.24","32.78","5.07","10.48","32.59","1.08","0","100.00","4.15","100.00","1.041","6","14","9","40.00"
"","Radim Vrbata","FLA","R","35","379.01666666667","338.54","451.29","42.86","267.33","347.44","43.48","196.11","258.68","43.12","13.77","22.24","38.24","156.24","209.99","42.66","56.16","93.96","37.41","10.73","11.09","49.17","7.02","91.40","0.984","107","184","152","41.31"
"","Brooks Laich","L.A","C","12","112.65","81.12","108.3","42.83","55.58","85.22","39.48","42.63","66.8","38.96","1.87","6.9","21.32","34.81","61.09","36.30","8.07","25.5","24.04","0","4.9","0.00","4.39","89.67","0.941","38","40","49","43.68"
"","Michael Amadio","L.A","C","16","116.65","84.41","112.78","42.81","62.19","81.3","43.34","47.05","58.5","44.58","0.94","3.01","23.74","39.86","51.52","43.62","10.53","15.42","40.58","0","0.98","0.00","1.99","94.85","0.968","48","43","21","69.57"
"","Brandon Sutter","VAN","C","33","414.41666666667","306.92","412.19","42.68","230.59","307.59","42.85","165.53","224.25","42.47","9.83","13.99","41.27","129.98","211.92","38.02","47.26","78.84","37.48","4.89","9.1","34.98","5.94","93.76","0.997","83","178","211","28.23"
"","Jesper Fast","NYR","R","46","558.73333333333","430.76","581.3","42.56","324.3","428.37","43.09","234.47","313.08","42.82","21.8","25.14","46.45","223.45","311.4","41.78","87.31","136.72","38.97","12.99","13.96","48.20","9.30","91.97","1.013","131","198","198","39.82"
"","Cody Ceci","OTT","D","53","956.8","840.83","1134.82","42.56","627.63","806.17","43.77","444.28","575.18","43.58","36.41","50.01","42.13","392.13","541.29","42.01","141.33","194.42","42.09","21.85","25.27","46.38","8.19","91.31","0.995","242","369","361","40.13"
"","Erik Gudbranson","VAN","D","36","525.01666666667","410.27","554.37","42.53","305.9","427.98","41.68","210.23","306.58","40.68","12.94","17.92","41.94","187.23","279.23","40.14","66.32","99.18","40.07","7","9.22","43.15","6.16","94.16","1.003","144","172","173","45.43"
"","Michael Dal Colle","NYI","L","4","47.566666666667","36.39","49.23","42.50","26.22","40.79","39.13","20.17","29.47","40.63","1.06","1.06","50.00","13.48","23.78","36.18","3.8","8.6","30.64","0","0","0.00","5.27","96.40","1.017","11","15","15","42.31"
"","Cal Clutterbuck","NYI","R","50","506.51666666667","418.49","566.45","42.49","315.09","417.19","43.03","238.31","313.55","43.18","23.76","23.34","50.45","207.94","294.12","41.42","91.96","117.17","43.97","15.9","12.4","56.17","9.97","92.56","1.025","108","228","264","29.03"
"","Jussi Jokinen","CBJ","L","7","58.566666666667","50.74","68.69","42.48","40.33","53.68","42.90","22.59","39.66","36.29","1.02","0","100.00","25.25","34.37","42.35","10.86","14.19","43.36","0","0","0.00","4.51","100.00","1.045","21","18","21","50.00"
"","Tom Pyatt","OTT","L","53","611.18333333333","532.03","721.3","42.45","397.03","489.11","44.80","273.19","332.37","45.11","18.78","27.09","40.94","218.96","342.55","38.99","80.04","126.46","38.76","12.06","14.09","46.12","6.87","91.85","0.987","148","284","245","37.66"
"","Logan Shaw","MTL","R","8","76.066666666667","63.86","86.58","42.45","48.74","53.35","47.74","35.64","39.28","47.57","1.96","3.04","39.12","23.98","34.78","40.81","7.99","9.2","46.47","0.93","2.02","31.52","5.49","92.25","0.977","14","25","12","53.85"
"","David Desharnais","NYR","C","51","591.31666666667","451.55","612.67","42.43","337.93","474.42","41.60","254.85","348.22","42.26","20.62","28.25","42.19","234.89","299.99","43.91","99.84","118.35","45.76","13.65","16.1","45.89","8.09","91.89","1.000","203","195","158","56.23"
"","Gabriel Bourque","COL","L","29","272.36666666667","211.13","287.06","42.38","150.23","211.48","41.53","113.08","150.66","42.88","5.9","6.82","46.40","97.97","125.83","43.77","35.16","45.68","43.49","3.02","4.74","38.86","5.22","95.47","1.007","62","83","100","38.27"
"","Chris Bigras","COL","D","15","166.6","129.26","176.11","42.33","93.12","128.85","41.95","66.27","87.16","43.19","3.1","5.06","37.97","59.23","76.05","43.78","20.47","31.23","39.59","1.03","3.04","25.22","4.68","94.19","0.989","50","46","36","58.14"
"","Scott Harrington","CBJ","D","26","303.38333333333","241.74","329.42","42.32","181.33","234.23","43.64","132.93","174.42","43.25","11.07","11.94","48.12","112.6","151.68","42.61","38.19","60.27","38.79","5.1","7.78","39.62","8.33","93.15","1.015","100","89","93","51.81"
"","Matt Bartkowski","CGY","D","14","154.51666666667","132.58","180.91","42.29","89.42","144.31","38.26","60.36","100.02","37.63","4.05","7.16","36.15","65.15","86.5","42.96","17.01","40.12","29.77","3.02","3.22","48.42","6.71","92.85","0.996","41","58","47","46.59"
"","Freddie Hamilton","CGY","C","8","55.6","44.27","60.6","42.21","36.14","43.86","45.18","25.53","29.23","46.62","0","2","0.00","18.17","28.61","38.84","4.11","10.13","28.86","0","2","0.00","0.00","93.16","0.932","14","16","24","36.84"
"","Josh Gorges","BUF","D","24","292.66666666667","210.18","287.9","42.20","160.76","223.5","41.84","113.6","170.66","39.96","8.01","11.99","40.06","86.42","118.11","42.25","39.56","39.92","49.78","6.11","5.25","53.80","7.05","92.98","1.000","73","114","100","42.20"
"","Dennis Rasmussen","ANA","C","27","202.13333333333","163.41","224.29","42.15","124.32","156.97","44.20","87.9","106.01","45.33","7.85","5.08","60.72","80.7","112.5","41.77","24.3","42.88","36.17","2.78","4.01","40.96","8.93","95.21","1.041","51","51","68","42.86"
"","Henrik Haapala","FLA","L","5","58.1","53.49","73.54","42.11","41.42","55.85","42.58","31.33","44.93","41.08","0.94","0.93","50.17","16.44","29.32","35.93","3.49","11.27","23.65","0","0.9","0.00","2.99","97.93","1.009","16","19","18","47.06"
"","Owen Tippett","FLA","R","7","64.116666666667","53.88","74.13","42.09","41.91","60.69","40.85","30.74","49.26","38.42","0.98","6.17","13.74","21.78","38.82","35.94","5.6","16.09","25.81","0.98","4.11","19.33","3.19","87.48","0.907","15","26","18","45.45"
"","Jordan Nolan","BUF","C","47","421.5","289.97","399.33","42.07","210","285.75","42.36","154.08","221.39","41.04","7.74","13.08","37.17","131.2","166.65","44.05","44.56","56.54","44.08","3.87","6.25","38.22","5.02","94.09","0.991","68","133","102","40.00"
"","Sami Vatanen","ANA","D","15","218.85","187.09","257.94","42.04","134.59","200.18","40.20","92.78","149.29","38.33","8.96","12.32","42.09","89.19","134.49","39.87","34.9","55.69","38.53","6.97","8.19","45.97","9.65","91.75","1.014","61","90","84","42.07"
"","Cody McLeod","NSH","L","23","154.66666666667","107.55","148.43","42.02","75.22","102.19","42.40","55.61","74.31","42.80","5.09","4.9","50.94","44.65","67.42","39.84","21.2","26.3","44.64","0.97","2.92","25.02","9.16","93.40","1.026","35","60","42","45.45"
"","Johan Larsson","BUF","C","52","566.08333333333","398.22","549.91","42.00","302.22","404.05","42.79","230.12","314.63","42.24","7.1","28.16","20.14","164.87","232.55","41.48","56.94","98.07","36.74","4.14","17.18","19.40","3.09","91.05","0.941","104","188","240","30.23"
"","Tanner Glass","CGY","L","7","55.8","51.27","70.96","41.95","39.22","53.11","42.48","28.83","35.26","44.99","0","1.93","0.00","17.45","33.61","34.17","8.09","11.51","41.26","0","0.98","0.00","0.00","94.52","0.945","13","15","26","33.33"
"","Vinni Lettieri","NYR","C","12","137.05","108.97","150.91","41.93","91.14","113.11","44.62","66.58","86.79","43.41","4.25","9.71","30.44","46.76","68.35","40.62","22.88","31.88","41.79","2.14","4.71","31.26","6.38","88.81","0.952","32","46","39","45.07"
"","Dion Phaneuf","OTT","D","51","780.35","677.83","943.6","41.80","500.49","681.54","42.34","352.22","484.98","42.07","31.59","40.34","43.92","302.08","428.79","41.33","99.77","169.8","37.01","17.03","19.12","47.11","8.97","91.68","1.007","225","300","274","45.09"
"","Nate Prosser","MIN","D","29","327.7","250.7","349.26","41.79","181.41","252.51","41.81","134.81","156.58","46.26","11.13","6.8","62.07","115.28","148.69","43.67","54.03","45.27","54.41","5.11","3.72","57.83","8.25","95.66","1.039","84","117","92","47.73"
"","Justin Falk","BUF","D","28","404.31666666667","285.4","401.05","41.58","209.28","298.79","41.19","160.15","222.31","41.87","11.23","20.15","35.77","124.16","190.22","39.49","50.51","76.02","39.92","5.28","10.01","34.51","7.01","90.94","0.979","104","135","129","44.64"
"","Martin Marincin","TOR","D","2","27.333333333333","21.08","29.64","41.57","13.61","18.84","41.95","7.74","11.51","40.19","0","1.92","0.00","6.96","16.29","29.94","1.07","4.92","17.81","0","0.93","0.00","0.00","83.33","0.833","9","10","13","40.91"
"","Gabriel Dumont","OTT","C","21","151.88333333333","118.42","166.78","41.52","83.95","119.86","41.19","56.42","89.38","38.70","3.14","3.86","44.88","50.8","76.72","39.84","20.82","24.41","46.03","3.16","1.85","63.04","5.57","95.68","1.013","55","43","41","57.29"
"","Peter Holland","NYR","C","10","117.06666666667","92.99","131.4","41.44","74.25","92.79","44.45","56.73","62.88","47.43","2","7.19","21.77","40.63","70.11","36.69","18.19","20.97","46.45","0.97","3.25","23.04","3.52","88.57","0.921","23","56","38","37.70"
"","Colin White","OTT","C","12","149.7","122.1","172.54","41.44","92.65","122.78","43.01","64.77","93.1","41.03","5.17","5","50.79","49.27","82.34","37.44","21.36","29.47","42.02","2.15","1.99","51.95","7.97","94.62","1.026","44","53","57","43.56"
"","Adam Cracknell","NYR","R","4","24.216666666667","17.75","25.23","41.30","13.16","20.07","39.60","10.53","17.76","37.22","0","1.06","0.00","4.71","11.68","28.74","2.73","5.33","33.90","0","0","0.00","0.00","94.02","0.940","6","6","8","42.86"
"","Mike Reilly","MIN","D","34","339.86666666667","258.84","368.25","41.28","204.93","276.69","42.55","157.58","199.55","44.12","9.91","13.67","42.02","117.99","160.16","42.42","51","58.79","46.45","4.93","5.75","46.15","6.29","93.15","0.994","90","129","74","54.88"
"","Steven Kampfer","NYR","D","20","297.48333333333","248.34","354.24","41.21","186.01","259.95","41.71","136.02","183.46","42.58","5.86","12.21","32.42","118.24","154.53","43.35","54.32","55.92","49.27","3.82","5.97","39.02","4.31","93.34","0.977","77","95","110","41.18"
"","Kyle Quincey","MIN","D","18","201.5","156.64","224.74","41.07","123.45","173.14","41.62","90.4","129.16","41.17","4.88","11.84","29.18","78.72","110.75","41.55","33.96","45.49","42.74","1.94","5.94","24.60","5.40","90.83","0.962","56","62","67","45.53"
"","Michael Chaput","VAN","C","9","76.083333333333","51.91","74.61","41.03","43.68","57.02","43.38","29.64","39.65","42.77","1.98","6.07","24.62","27.73","37.58","42.46","10.39","11.48","47.50","1.99","3.19","38.45","6.69","84.68","0.914","3","23","45","6.25"
"","Brett Lernout","MTL","D","3","41.866666666667","34.73","50.01","40.98","20.11","40.02","33.45","8.11","30.74","20.88","0","0.94","0.00","14.34","28.13","33.76","5.18","14.89","25.79","0","0","0.00","0.00","96.95","0.969","13","7","9","59.09"
"","Chris Stewart","MIN","R","45","442.08333333333","347.74","515.83","40.27","265.4","373.72","41.53","200.81","254.36","44.12","19.33","20.54","48.47","160.46","236.51","40.42","76.52","73.07","51.15","12.32","10.8","53.28","9.62","91.92","1.015","136","153","127","51.71"
"","Travis Boyd","WSH","C","2","17.45","12.5","18.55","40.26","9.13","14.87","38.04","3.1","12.79","19.49","0","0","0.00","2.91","9.04","24.35","1.93","3.2","37.62","0","0","0.00","0.00","100.00","1.000","3","8","3","50.00"
"","Landon Ferraro","MIN","C","2","8.0666666666667","6.02","8.95","40.20","4.97","8.97","35.65","4.97","8","38.33","0.98","0","100.00","4.99","4.04","55.26","1.97","1.07","64.87","0","0","0.00","19.76","100.00","1.198","2","1","2","50.00"
"","Alan Quine","NYI","C","21","228.71666666667","179.61","268.22","40.11","135.04","216.1","38.46","109.8","152.33","41.89","8.14","9.08","47.26","92.5","133.43","40.94","38.37","55.25","40.98","4.04","4.97","44.84","7.41","94.04","1.014","58","77","68","46.03"
"","Steven Santini","N.J","D","36","574.61666666667","416.17","624.4","39.99","318.35","445.32","41.69","242.92","315.77","43.48","19.64","21.01","48.31","196.54","298.38","39.71","80.03","92.1","46.49","9.99","8.74","53.34","8.09","93.34","1.014","95","256","242","28.19"
"","Dennis Seidenberg","NYI","D","21","311.5","269.64","405.09","39.96","200.62","319.41","38.58","140.96","230.75","37.92","13.97","18.74","42.71","138.7","230.9","37.53","55.11","99.23","35.71","9.93","11.87","45.56","9.91","91.88","1.018","88","103","107","45.13"
"","Jack Rodewald","OTT","R","4","27.683333333333","16.11","24.21","39.95","12.39","13.9","47.14","4.6","9.53","32.57","0","1.07","0.00","7.52","9.72","43.60","2.84","3.6","44.18","0","1.1","0.00","0.00","88.78","0.888","6","10","9","40.00"
"","Matt Cullen","MIN","C","52","509.78333333333","365.51","556.75","39.63","272.3","412.94","39.74","201.43","301.48","40.05","16.79","21.47","43.88","168.68","253.22","39.98","79.83","90.6","46.84","9.87","8.61","53.42","8.34","92.88","1.012","168","172","163","50.76"
"","Paul Martin","S.J","D","3","39.916666666667","32.33","49.34","39.59","23.51","34.85","40.28","16.32","22.73","41.80","0","4.22","0.00","11.73","27.63","29.80","3.6","11.15","24.42","0","1.08","0.00","0.00","81.43","0.814","13","17","10","56.52"
"","Nick Lappin","N.J","R","2","19.383333333333","12.81","19.56","39.57","9.58","13.76","41.03","6.39","10.74","37.31","0.98","0","100.00","6.41","8.71","42.38","4.13","1.87","68.86","0.98","0","100.00","15.37","100.00","1.154","4","9","10","28.57"
"","A.J. Greer","COL","L","13","94.783333333333","66.37","102.83","39.22","51.24","82.11","38.42","40.41","61.46","39.67","3.06","1.95","61.13","40.5","47.47","46.04","14.07","22.71","38.26","1.07","0.93","53.54","7.58","96.83","1.044","26","30","29","47.27"
"","Jay Beagle","WSH","C","53","503.41666666667","350.78","544.21","39.19","260.1","408.64","38.89","178.56","281.37","38.82","15.81","17.89","46.92","167.44","261.16","39.07","58.51","113.35","34.05","8.94","8.92","50.05","8.86","93.64","1.025","100","162","283","26.11"
"","Shane Prince","NYI","L","12","129.1","96.4","150.7","39.01","67.71","116.98","36.66","50.58","92.21","35.42","2.05","5.03","29.01","48.74","86.94","35.92","13.5","30.68","30.56","1.01","3.97","20.27","4.06","94.55","0.986","45","37","36","55.56"
"","Ross Johnston","NYI","L","4","31.25","16.8","26.32","38.96","15.61","20.18","43.62","14.61","9.35","60.96","4.21","1.86","69.31","12.87","10.18","55.84","7.52","3.53","68.03","2.11","0.9","70.12","28.80","80.08","1.089","6","11","5","54.55"
"","Danick Martel","PHI","L","4","40.166666666667","33.53","52.96","38.77","30.54","39.96","43.32","20.14","26.95","42.77","0.94","2.04","31.54","21.65","19.19","53.01","10.66","9.47","52.95","0","1.02","0.00","4.66","92.44","0.971","13","14","13","50.00"
